patho_niv1;libelle_comorbidite;annee;ntop;ncomorb;proportion_comorb;niveau_prioritaire
Autres affections de longue durée (dont 31 et 32);Traitements antidépresseurs ou régulateurs de l'humeur (hors pathologies);2017;1701020;181860;0.107;3
Maladies neurologiques ou dégénératives;Traitements anxiolytiques (hors pathologies);2021;122810;13130;0.107;3
Maladies cardio-neurovasculaires;Démences (dont maladie d'Alzheimer);2017;42450;4540;0.107;3
Traitements psychotropes (hors pathologies);Autres affections de longue durée (dont 31 et 32);2021;330730;35340;0.107;3
Maladies cardio-neurovasculaires;Traitements hypolipémiants (hors pathologies);2021;1817410;194170;0.107;3
Cancers;Traitements hypolipémiants (hors pathologies);2016;214320;22900;0.107;3
Cancers;Troubles du rythme ou de la conduction cardiaque;2016;3064910;326920;0.107;1
Maladies neurologiques ou dégénératives;Insuffisance cardiaque chronique;2016;755400;80560;0.107;3
Diabète;Traitements anxiolytiques (hors pathologies);2021;4171550;444880;0.107;3
Maladies cardio-neurovasculaires;Démences (dont maladie d'Alzheimer);2016;41900;4470;0.107;3
Cancers;Traitements hypolipémiants (hors pathologies);2020;940250;100220;0.107;3
Maladies neurologiques ou dégénératives;Maladies respiratoires chroniques (hors mucoviscidose);2016;1599550;170480;0.107;1
Maladies neurologiques ou dégénératives;Maladies respiratoires chroniques (hors mucoviscidose);2021;195670;20850;0.107;3
Maladies cardio-neurovasculaires;Artériopathie oblitérante du membre inférieur;2020;98920;10540;0.107;3
Traitements psychotropes (hors pathologies);Maladies respiratoires chroniques (hors mucoviscidose);2020;3008770;320360;0.106;3
Cancers;Maladie coronaire chronique;2021;1823190;194110;0.106;2
Insuffisance rénale chronique terminale;Autres affections de longue durée (dont 31 et 32);2016;36180;3850;0.106;3
Maladies neurologiques ou dégénératives;Maladies respiratoires chroniques (hors mucoviscidose);2020;728200;77480;0.106;3
Maladies cardio-neurovasculaires;Insuffisance cardiaque chronique;2015;117650;12520;0.106;3
Diabète;Traitements anxiolytiques (hors pathologies);2018;3845810;409140;0.106;3
Cancers;Traitements antidépresseurs ou régulateurs de l'humeur (hors pathologies);2019;54880;5840;0.106;3
Cancers;Diabète;2015;685020;72850;0.106;2
Cancers;Maladie coronaire chronique;2020;1801320;191520;0.106;2
Maladies neurologiques ou dégénératives;Maladies respiratoires chroniques (hors mucoviscidose);2017;1638770;174210;0.106;1
Maladies cardio-neurovasculaires;Maladie valvulaire;2019;1779170;189130;0.106;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Maladies respiratoires chroniques (hors mucoviscidose);2015;838480;89130;0.106;2
Autres affections de longue durée (dont 31 et 32);Traitements antidépresseurs ou régulateurs de l'humeur (hors pathologies);2018;1741630;185030;0.106;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Traitements antidépresseurs ou régulateurs de l'humeur (hors pathologies);2016;275170;29230;0.106;3
Maladies neurologiques ou dégénératives;Autres affections de longue durée (dont 31 et 32);2016;1599550;169870;0.106;1
Maladies neurologiques ou dégénératives;Autres affections de longue durée (dont 31 et 32);2017;1638770;173940;0.106;1
Maladies inflammatoires ou rares ou VIH ou SIDA;Maladies respiratoires chroniques (hors mucoviscidose);2021;1030990;109420;0.106;2
Maladies cardio-neurovasculaires;Insuffisance cardiaque chronique;2017;42450;4500;0.106;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Autres affections de longue durée (dont 31 et 32);2020;188330;19970;0.106;2
Maladies neurologiques ou dégénératives;Maladies respiratoires chroniques (hors mucoviscidose);2015;1565140;165940;0.106;1
Insuffisance rénale chronique terminale;Artériopathie oblitérante du membre inférieur;2019;3490;370;0.106;3
Maladies cardio-neurovasculaires;Artériopathie oblitérante du membre inférieur;2019;2074760;219900;0.106;2
Cancers;Traitements antidépresseurs ou régulateurs de l'humeur (hors pathologies);2015;45210;4790;0.106;3
Maladies du foie ou du pancréas (hors mucoviscidose);Troubles du rythme ou de la conduction cardiaque;2016;571290;60530;0.106;3
Maladies cardio-neurovasculaires;Démences (dont maladie d'Alzheimer);2018;43800;4640;0.106;3
Maladies neurologiques ou dégénératives;Diabète;2015;91520;9700;0.106;3
Traitements psychotropes (hors pathologies);Autres affections de longue durée (dont 31 et 32);2016;327430;34680;0.106;3
Autres affections de longue durée (dont 31 et 32);Traitements hypolipémiants (hors pathologies);2017;1701020;180190;0.106;3
Cancers;Traitements hypolipémiants (hors pathologies);2016;147360;15610;0.106;3
Maladies neurologiques ou dégénératives;Insuffisance cardiaque chronique;2018;770200;81540;0.106;3
Maladies psychiatriques;Épilepsie;2017;140020;14820;0.106;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Traitements anxiolytiques (hors pathologies);2017;903550;95630;0.106;2
Traitements psychotropes (hors pathologies);Autres affections de longue durée (dont 31 et 32);2015;331160;35040;0.106;3
Cancers;Maladie coronaire chronique;2019;1783330;188680;0.106;2
Cancers;Troubles du rythme ou de la conduction cardiaque;2018;883380;93460;0.106;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Traitements antidépresseurs ou régulateurs de l'humeur (hors pathologies);2019;229010;24220;0.106;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Traitements antidépresseurs ou régulateurs de l'humeur (hors pathologies);2017;285510;30190;0.106;3
Cancers;Traitements hypolipémiants (hors pathologies);2017;1682970;177960;0.106;2
Maladies cardio-neurovasculaires;Insuffisance cardiaque chronique;2017;373600;39500;0.106;3
Maladies cardio-neurovasculaires;Insuffisance cardiaque chronique;2018;43800;4630;0.106;3
Maladies cardio-neurovasculaires;Insuffisance cardiaque chronique;2019;123870;13090;0.106;3
Maladies cardio-neurovasculaires;Artériopathie oblitérante du membre inférieur;2019;1972020;208330;0.106;3
Traitements du risque vasculaire (hors pathologies);Traitements antidépresseurs ou régulateurs de l'humeur (hors pathologies);2021;8449020;892430;0.106;1
Cancers;Maladie coronaire chronique;2020;142220;15020;0.106;3
Cancers;Traitements hypolipémiants (hors pathologies);2021;374910;39600;0.106;2
Maladies inflammatoires ou rares ou VIH ou SIDA;Traitements antidépresseurs ou régulateurs de l'humeur (hors pathologies);2018;218520;23080;0.106;3
Maladies neurologiques ou dégénératives;Maladies respiratoires chroniques (hors mucoviscidose);2015;153920;16250;0.106;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Traitements antidépresseurs ou régulateurs de l'humeur (hors pathologies);2017;207800;21930;0.106;3
Maladies psychiatriques;Autres troubles psychiatriques;2020;1395040;147200;0.106;3
Maladies cardio-neurovasculaires;Démences (dont maladie d'Alzheimer);2015;39670;4190;0.106;3
Maladies cardio-neurovasculaires;Traitements hypnotiques (hors pathologies);2018;193600;20420;0.105;3
Maladies neurologiques ou dégénératives;Traitements anxiolytiques (hors pathologies);2019;115050;12130;0.105;3
Maladies cardio-neurovasculaires;Traitements antidépresseurs ou régulateurs de l'humeur (hors pathologies);2021;5294230;558060;0.105;1
Maladies cardio-neurovasculaires;Démences (dont maladie d'Alzheimer);2021;650300;68540;0.105;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Traitements antidépresseurs ou régulateurs de l'humeur (hors pathologies);2018;293820;30970;0.105;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Traitements antidépresseurs ou régulateurs de l'humeur (hors pathologies);2016;195730;20620;0.105;3
Maladies cardio-neurovasculaires;Insuffisance cardiaque chronique;2015;39670;4180;0.105;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Traitements antidépresseurs ou régulateurs de l'humeur (hors pathologies);2015;185630;19540;0.105;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Traitements antidépresseurs ou régulateurs de l'humeur (hors pathologies);2019;301260;31690;0.105;3
Cancers;Maladie coronaire chronique;2018;1739090;182900;0.105;2
Cancers;Traitements hypolipémiants (hors pathologies);2019;377020;39650;0.105;2
Maladies neurologiques ou dégénératives;Maladies respiratoires chroniques (hors mucoviscidose);2018;1662620;174830;0.105;1
Cancers;Maladie coronaire chronique;2015;763790;80300;0.105;3
Cancers;Maladie coronaire chronique;2019;149590;15720;0.105;3
Maladies psychiatriques;Démences (dont maladie d'Alzheimer);2020;404760;42540;0.105;3
Maladies cardio-neurovasculaires;Insuffisance cardiaque chronique;2020;47530;5000;0.105;3
Maladies cardio-neurovasculaires;Insuffisance cardiaque chronique;2021;50250;5280;0.105;3
Maladies neurologiques ou dégénératives;Maladies respiratoires chroniques (hors mucoviscidose);2019;1676840;176210;0.105;1
Maladies cardio-neurovasculaires;Démences (dont maladie d'Alzheimer);2021;971240;102060;0.105;2
Maladies respiratoires chroniques (hors mucoviscidose);Traitements anxiolytiques (hors pathologies);2019;3638770;382070;0.105;3
Séjours en hospitalisation complète pour prise en charge de la Covid-19;Autres affections de longue durée (dont 31 et 32);2020;196940;20670;0.105;3
Maladies neurologiques ou dégénératives;Insuffisance cardiaque chronique;2015;740240;77640;0.105;3
Cancers;Traitements antidépresseurs ou régulateurs de l'humeur (hors pathologies);2016;134860;14140;0.105;2
Autres affections de longue durée (dont 31 et 32);Traitements antidépresseurs ou régulateurs de l'humeur (hors pathologies);2019;1744620;182970;0.105;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Traitements hypolipémiants (hors pathologies);2015;46420;4870;0.105;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Autres affections de longue durée (dont 31 et 32);2015;191580;20080;0.105;3
Traitements psychotropes (hors pathologies);Maladies respiratoires chroniques (hors mucoviscidose);2019;2936040;307690;0.105;3
Maladies neurologiques ou dégénératives;Diabète;2019;49240;5160;0.105;3
Maladies psychiatriques;Démences (dont maladie d'Alzheimer);2015;464980;48680;0.105;3
Maladies cardio-neurovasculaires;Insuffisance cardiaque chronique;2018;123800;12960;0.105;3
Maladies psychiatriques;Autres troubles psychiatriques;2021;488060;51100;0.105;3
Cancers;Maladie coronaire chronique;2021;142430;14910;0.105;3
Hospitalisations ponctuelles (avec ou sans pathologies, traitements ou maternité);Diabète;2019;9969770;1043420;0.105;3
Maladies psychiatriques;Troubles addictifs;2018;1384040;144820;0.105;3
Maladies psychiatriques;Épilepsie;2018;138370;14480;0.105;3
Cancers;Autres cancers actifs;2017;91840;9600;0.105;3
Cancers;Autres cancers actifs;2018;95520;9990;0.105;3
Cancers;Traitements hypnotiques (hors pathologies);2016;46620;4870;0.105;3
Maladies cardio-neurovasculaires;Artériopathie oblitérante du membre inférieur;2021;102360;10700;0.105;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Traitements anxiolytiques (hors pathologies);2015;185630;19400;0.105;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Traitements anxiolytiques (hors pathologies);2015;1127020;117790;0.105;1
Maladies cardio-neurovasculaires;Traitements hypolipémiants (hors pathologies);2016;41900;4380;0.104;3
Maladies neurologiques ou dégénératives;Autres affections de longue durée (dont 31 et 32);2018;1662620;173570;0.104;1
Traitements psychotropes (hors pathologies);Maladies respiratoires chroniques (hors mucoviscidose);2018;2939230;306720;0.104;3
Cancers;Maladie coronaire chronique;2021;951760;99300;0.104;3
Maladies neurologiques ou dégénératives;Insuffisance cardiaque chronique;2019;758940;79180;0.104;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Autres affections de longue durée (dont 31 et 32);2017;206750;21560;0.104;3
Cancers;Maladie coronaire chronique;2017;1682970;175490;0.104;2
Maladies inflammatoires ou rares ou VIH ou SIDA;Autres affections de longue durée (dont 31 et 32);2018;213090;22220;0.104;3
Traitements psychotropes (hors pathologies);Maladies respiratoires chroniques (hors mucoviscidose);2017;2935340;306050;0.104;3
Cancers;Troubles du rythme ou de la conduction cardiaque;2017;849970;88610;0.104;3
Traitements psychotropes (hors pathologies);Maladies respiratoires chroniques (hors mucoviscidose);2021;3201260;333630;0.104;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Autres affections de longue durée (dont 31 et 32);2019;54610;5690;0.104;3
Maladies neurologiques ou dégénératives;Troubles névrotiques et de l'humeur;2016;1599550;166670;0.104;1
Cancers;Traitements hypolipémiants (hors pathologies);2020;376830;39250;0.104;2
Cancers;Maladie coronaire chronique;2020;940250;97890;0.104;3
Cancers;Autres cancers sous surveillance;2018;52190;5430;0.104;3
Cancers;Traitements antidépresseurs ou régulateurs de l'humeur (hors pathologies);2015;129700;13490;0.104;2
Maladies psychiatriques;Épilepsie;2016;139540;14510;0.104;3
Cancers;Traitements antidépresseurs ou régulateurs de l'humeur (hors pathologies);2021;102780;10690;0.104;3
Maladies neurologiques ou dégénératives;Maladies respiratoires chroniques (hors mucoviscidose);2021;713050;74100;0.104;3
Maladies cardio-neurovasculaires;Traitements hypolipémiants (hors pathologies);2017;1700860;176750;0.104;3
Traitements du risque vasculaire (hors pathologies);Traitements antidépresseurs ou régulateurs de l'humeur (hors pathologies);2021;7265080;754780;0.104;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Autres affections de longue durée (dont 31 et 32);2021;192330;19980;0.104;2
Maladies cardio-neurovasculaires;Traitements antidépresseurs ou régulateurs de l'humeur (hors pathologies);2020;1781750;185080;0.104;3
Cancers;Traitements antidépresseurs ou régulateurs de l'humeur (hors pathologies);2017;140910;14630;0.104;2
Maladies neurologiques ou dégénératives;Troubles névrotiques et de l'humeur;2017;1638770;170110;0.104;1
Maladies cardio-neurovasculaires;Insuffisance cardiaque chronique;2019;44470;4610;0.104;3
Séjours en hospitalisation complète pour prise en charge de la Covid-19;Traitements antidépresseurs ou régulateurs de l'humeur (hors pathologies);2020;196940;20420;0.104;3
Insuffisance rénale chronique terminale;Autres affections de longue durée (dont 31 et 32);2015;34720;3600;0.104;3
Cancers;Traitements anxiolytiques (hors pathologies);2015;204630;21220;0.104;3
Traitements psychotropes (hors pathologies);Maladies respiratoires chroniques (hors mucoviscidose);2016;2937940;304440;0.104;3
Maladies cardio-neurovasculaires;Autres affections de longue durée (dont 31 et 32);2020;837460;86780;0.104;2
Maladies cardio-neurovasculaires;Autres affections de longue durée (dont 31 et 32);2019;658110;68190;0.104;3
Cancers;Traitements antidépresseurs ou régulateurs de l'humeur (hors pathologies);2020;156950;16260;0.104;2
Maladies inflammatoires ou rares ou VIH ou SIDA;Traitements antidépresseurs ou régulateurs de l'humeur (hors pathologies);2021;1030990;106820;0.104;2
Maladies inflammatoires ou rares ou VIH ou SIDA;Autres affections de longue durée (dont 31 et 32);2016;198930;20600;0.104;3
Cancers;Traitements antidépresseurs ou régulateurs de l'humeur (hors pathologies);2016;88240;9140;0.104;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Diabète;2019;970340;100460;0.104;2
Cancers;Maladie coronaire chronique;2016;1625310;168210;0.103;2
Cancers;Autres cancers actifs;2019;98010;10140;0.103;3
Insuffisance rénale chronique terminale;Insuffisance cardiaque chronique;2019;3490;360;0.103;3
